Date,County,Vehicle Primary Use,BEV Registered,PHEV Registerd,EV Total,Non-EV Total,Total Vehicles,Percent EV
5/31/2018,Columbia,Passenger,2,1,3,2412,2415,0.12
5/31/2018,Columbia,Truck,0,0,0,1526,1526,0
6/30/2018,Columbia,Passenger,2,2,4,2424,2428,0.16
6/30/2018,Columbia,Truck,0,0,0,1527,1527,0
7/31/2018,Columbia,Truck,0,0,0,1530,1530,0
7/31/2018,Columbia,Passenger,2,2,4,2419,2423,0.17
8/31/2018,Columbia,Truck,0,0,0,1535,1535,0
8/31/2018,Columbia,Passenger,2,2,4,2415,2419,0.17
9/30/2018,Columbia,Passenger,2,2,4,2429,2433,0.16
9/30/2018,Columbia,Truck,0,0,0,1521,1521,0
10/31/2018,Columbia,Truck,0,0,0,1518,1518,0
10/31/2018,Columbia,Passenger,2,2,4,2432,2436,0.16
11/30/2018,Columbia,Truck,0,0,0,1516,1516,0
11/30/2018,Columbia,Passenger,2,2,4,2437,2441,0.16
12/31/2018,Columbia,Truck,0,0,0,1517,1517,0
12/31/2018,Columbia,Passenger,2,2,4,2421,2425,0.16
1/31/2019,Columbia,Passenger,2,2,4,2423,2427,0.16
1/31/2019,Columbia,Truck,0,0,0,1529,1529,0
2/28/2019,Columbia,Passenger,2,2,4,2430,2434,0.16
2/28/2019,Columbia,Truck,0,0,0,1525,1525,0
3/31/2019,Columbia,Truck,0,0,0,1527,1527,0
3/31/2019,Columbia,Passenger,2,2,4,2427,2431,0.16
4/30/2019,Columbia,Truck,0,0,0,1531,1531,0
4/30/2019,Columbia,Passenger,2,2,4,2441,2445,0.16
5/31/2019,Columbia,Passenger,2,2,4,2443,2447,0.16
5/31/2019,Columbia,Truck,0,0,0,1532,1532,0
6/30/2019,Columbia,Truck,0,0,0,1532,1532,0
6/30/2019,Columbia,Passenger,2,2,4,2450,2454,0.16
7/31/2019,Columbia,Truck,0,0,0,1529,1529,0
7/31/2019,Columbia,Passenger,2,2,4,2454,2458,0.16
8/31/2019,Columbia,Truck,0,0,0,1531,1531,0
8/31/2019,Columbia,Passenger,2,2,4,2455,2459,0.16
9/30/2019,Columbia,Truck,0,0,0,1536,1536,0
9/30/2019,Columbia,Passenger,3,2,5,2446,2451,0.2
10/31/2019,Columbia,Passenger,3,2,5,2435,2440,0.2
10/31/2019,Columbia,Truck,0,0,0,1533,1533,0
11/30/2019,Columbia,Passenger,3,2,5,2443,2448,0.2
11/30/2019,Columbia,Truck,0,0,0,1535,1535,0
12/31/2019,Columbia,Truck,0,0,0,1537,1537,0
12/31/2019,Columbia,Passenger,3,3,6,2449,2455,0.24
1/31/2020,Columbia,Truck,0,0,0,1534,1534,0
1/31/2020,Columbia,Passenger,3,3,6,2447,2453,0.24
2/29/2020,Columbia,Passenger,3,3,6,2433,2439,0.25
2/29/2020,Columbia,Truck,0,0,0,1535,1535,0
3/31/2020,Columbia,Truck,0,0,0,1533,1533,0
3/31/2020,Columbia,Passenger,3,3,6,2416,2422,0.25
4/30/2020,Columbia,Passenger,3,3,6,2407,2413,0.25
4/30/2020,Columbia,Truck,0,0,0,1524,1524,0
5/31/2020,Columbia,Truck,0,0,0,1523,1523,0
5/31/2020,Columbia,Passenger,4,3,7,2405,2412,0.29
6/30/2020,Columbia,Truck,0,0,0,1532,1532,0
6/30/2020,Columbia,Passenger,4,3,7,2415,2422,0.29
7/31/2020,Columbia,Truck,0,0,0,1541,1541,0
7/31/2020,Columbia,Passenger,4,3,7,2418,2425,0.29
8/31/2020,Columbia,Truck,0,0,0,1526,1526,0
8/31/2020,Columbia,Passenger,3,3,6,2423,2429,0.25
9/30/2020,Columbia,Truck,0,0,0,1532,1532,0
9/30/2020,Columbia,Passenger,4,3,7,2421,2428,0.29
10/31/2020,Columbia,Passenger,4,3,7,2439,2446,0.29
10/31/2020,Columbia,Truck,0,0,0,1532,1532,0
11/30/2020,Columbia,Truck,0,0,0,1530,1530,0
11/30/2020,Columbia,Passenger,4,3,7,2439,2446,0.29
12/31/2020,Columbia,Passenger,5,3,8,2441,2449,0.33
12/31/2020,Columbia,Truck,0,0,0,1543,1543,0
1/31/2021,Columbia,Passenger,5,3,8,2452,2460,0.33
1/31/2021,Columbia,Truck,0,0,0,1547,1547,0
2/28/2021,Columbia,Passenger,5,4,9,2453,2462,0.37
2/28/2021,Columbia,Truck,0,0,0,1543,1543,0
3/31/2021,Columbia,Passenger,5,4,9,2466,2475,0.36
3/31/2021,Columbia,Truck,0,0,0,1549,1549,0
4/30/2021,Columbia,Passenger,5,4,9,2478,2487,0.36
4/30/2021,Columbia,Truck,0,0,0,1560,1560,0
5/31/2021,Columbia,Truck,0,0,0,1552,1552,0
5/31/2021,Columbia,Passenger,6,3,9,2476,2485,0.36
6/30/2021,Columbia,Truck,0,0,0,1546,1546,0
6/30/2021,Columbia,Passenger,6,2,8,2468,2476,0.32
7/31/2021,Columbia,Truck,0,0,0,1555,1555,0
7/31/2021,Columbia,Passenger,6,2,8,2472,2480,0.32
8/31/2021,Columbia,Passenger,7,2,9,2458,2467,0.36
8/31/2021,Columbia,Truck,0,0,0,1539,1539,0
9/30/2021,Columbia,Passenger,7,2,9,2451,2460,0.37
9/30/2021,Columbia,Truck,0,0,0,1537,1537,0
10/31/2021,Columbia,Passenger,7,2,9,2439,2448,0.37
10/31/2021,Columbia,Truck,0,0,0,1537,1537,0
11/30/2021,Columbia,Passenger,6,2,8,2459,2467,0.32
11/30/2021,Columbia,Truck,0,0,0,1552,1552,0
12/31/2021,Columbia,Passenger,6,2,8,2452,2460,0.33
12/31/2021,Columbia,Truck,0,0,0,1555,1555,0
1/31/2022,Columbia,Passenger,6,2,8,2452,2460,0.33
1/31/2022,Columbia,Truck,0,0,0,1557,1557,0
2/28/2022,Columbia,Passenger,6,1,7,2457,2464,0.28
2/28/2022,Columbia,Truck,0,0,0,1571,1571,0
3/31/2022,Columbia,Truck,0,0,0,1590,1590,0
3/31/2022,Columbia,Passenger,6,0,6,2448,2454,0.24
4/30/2022,Columbia,Passenger,7,0,7,2446,2453,0.29
4/30/2022,Columbia,Truck,0,0,0,1589,1589,0
5/31/2022,Columbia,Passenger,7,0,7,2441,2448,0.29
5/31/2022,Columbia,Truck,0,0,0,1583,1583,0
6/30/2022,Columbia,Truck,0,0,0,1582,1582,0
6/30/2022,Columbia,Passenger,7,0,7,2445,2452,0.29
7/31/2022,Columbia,Passenger,7,0,7,2432,2439,0.29
7/31/2022,Columbia,Truck,0,0,0,1580,1580,0
8/31/2022,Columbia,Passenger,8,0,8,2438,2446,0.33
8/31/2022,Columbia,Truck,0,0,0,1577,1577,0
9/30/2022,Columbia,Truck,0,0,0,1580,1580,0
9/30/2022,Columbia,Passenger,8,0,8,2440,2448,0.33
10/31/2022,Columbia,Truck,0,0,0,1587,1587,0
10/31/2022,Columbia,Passenger,8,1,9,2440,2449,0.37
11/30/2022,Columbia,Passenger,8,1,9,2430,2439,0.37
11/30/2022,Columbia,Truck,0,0,0,1597,1597,0
12/31/2022,Columbia,Truck,0,0,0,1593,1593,0
12/31/2022,Columbia,Passenger,7,1,8,2440,2448,0.33
1/31/2023,Columbia,Passenger,8,1,9,2437,2446,0.37
1/31/2023,Columbia,Truck,0,0,0,1584,1584,0
2/28/2023,Columbia,Truck,0,0,0,1577,1577,0
2/28/2023,Columbia,Passenger,8,1,9,2422,2431,0.37
3/31/2023,Columbia,Truck,0,0,0,1570,1570,0
3/31/2023,Columbia,Passenger,8,1,9,2402,2411,0.37
4/30/2023,Columbia,Passenger,8,1,9,2388,2397,0.38
4/30/2023,Columbia,Truck,0,0,0,1546,1546,0
5/31/2023,Columbia,Passenger,9,1,10,2367,2377,0.42
5/31/2023,Columbia,Truck,0,0,0,1527,1527,0
1/31/2017,Cowlitz,Truck,0,0,0,27949,27949,0
1/31/2017,Cowlitz,Passenger,51,44,95,69112,69207,0.14
2/28/2017,Cowlitz,Passenger,50,46,96,69055,69151,0.14
2/28/2017,Cowlitz,Truck,0,0,0,27871,27871,0
3/31/2017,Cowlitz,Truck,0,0,0,27906,27906,0
3/31/2017,Cowlitz,Passenger,51,48,99,69300,69399,0.14
4/30/2017,Cowlitz,Truck,0,0,0,27856,27856,0
4/30/2017,Cowlitz,Passenger,52,48,100,69323,69423,0.14
5/31/2017,Cowlitz,Truck,0,0,0,27873,27873,0
5/31/2017,Cowlitz,Passenger,52,50,102,69539,69641,0.15
6/30/2017,Cowlitz,Truck,0,0,0,27913,27913,0
6/30/2017,Cowlitz,Passenger,50,60,110,69656,69766,0.16
7/31/2017,Cowlitz,Passenger,52,61,113,69777,69890,0.16
7/31/2017,Cowlitz,Truck,0,0,0,27955,27955,0
8/31/2017,Cowlitz,Passenger,50,62,112,70014,70126,0.16
8/31/2017,Cowlitz,Truck,0,0,0,27994,27994,0
9/30/2017,Cowlitz,Passenger,52,64,116,70273,70389,0.16
9/30/2017,Cowlitz,Truck,0,0,0,28043,28043,0
10/31/2017,Cowlitz,Passenger,54,65,119,70431,70550,0.17
10/31/2017,Cowlitz,Truck,0,0,0,28115,28115,0
11/30/2017,Cowlitz,Passenger,54,65,119,70592,70711,0.17
11/30/2017,Cowlitz,Truck,0,0,0,28147,28147,0
12/31/2017,Cowlitz,Passenger,54,67,121,70747,70868,0.17
12/31/2017,Cowlitz,Truck,0,0,0,28153,28153,0
1/31/2018,Cowlitz,Passenger,54,69,123,70971,71094,0.17
1/31/2018,Cowlitz,Truck,0,0,0,28205,28205,0
2/28/2018,Cowlitz,Truck,0,0,0,28187,28187,0
2/28/2018,Cowlitz,Passenger,54,70,124,70936,71060,0.17
3/31/2018,Cowlitz,Passenger,55,70,125,71220,71345,0.18
3/31/2018,Cowlitz,Truck,0,0,0,28275,28275,0
4/30/2018,Cowlitz,Passenger,55,73,128,71354,71482,0.18
4/30/2018,Cowlitz,Truck,0,0,0,28295,28295,0
5/31/2018,Cowlitz,Passenger,58,75,133,71513,71646,0.19
5/31/2018,Cowlitz,Truck,0,0,0,28362,28362,0
6/30/2018,Cowlitz,Passenger,55,74,129,71727,71856,0.18
6/30/2018,Cowlitz,Truck,0,0,0,28463,28463,0
7/31/2018,Cowlitz,Passenger,57,77,134,71867,72001,0.19
7/31/2018,Cowlitz,Truck,0,0,0,28562,28562,0
8/31/2018,Cowlitz,Truck,0,0,0,28609,28609,0
8/31/2018,Cowlitz,Passenger,62,81,143,71987,72130,0.2
9/30/2018,Cowlitz,Passenger,63,85,148,72021,72169,0.21
9/30/2018,Cowlitz,Truck,0,0,0,28603,28603,0
10/31/2018,Cowlitz,Passenger,69,86,155,72151,72306,0.21
10/31/2018,Cowlitz,Truck,0,0,0,28669,28669,0
11/30/2018,Cowlitz,Truck,0,0,0,28725,28725,0
11/30/2018,Cowlitz,Passenger,69,91,160,72369,72529,0.22
12/31/2018,Cowlitz,Passenger,72,94,166,72433,72599,0.23
12/31/2018,Cowlitz,Truck,0,0,0,28741,28741,0
1/31/2019,Cowlitz,Passenger,79,96,175,72556,72731,0.24
1/31/2019,Cowlitz,Truck,0,0,0,28730,28730,0
2/28/2019,Cowlitz,Passenger,82,100,182,72441,72623,0.25
2/28/2019,Cowlitz,Truck,0,0,0,28731,28731,0
3/31/2019,Cowlitz,Passenger,84,101,185,72546,72731,0.25
3/31/2019,Cowlitz,Truck,0,0,0,28788,28788,0
4/30/2019,Cowlitz,Truck,0,0,0,28858,28858,0
4/30/2019,Cowlitz,Passenger,89,101,190,72750,72940,0.26
5/31/2019,Cowlitz,Passenger,95,107,202,72914,73116,0.28
5/31/2019,Cowlitz,Truck,0,0,0,28849,28849,0
6/30/2019,Cowlitz,Passenger,98,108,206,73021,73227,0.28
6/30/2019,Cowlitz,Truck,0,0,0,28872,28872,0
7/31/2019,Cowlitz,Truck,0,0,0,28874,28874,0
7/31/2019,Cowlitz,Passenger,106,107,213,73147,73360,0.29
8/31/2019,Cowlitz,Passenger,107,108,215,73294,73509,0.29
8/31/2019,Cowlitz,Truck,0,0,0,28905,28905,0
9/30/2019,Cowlitz,Passenger,106,106,212,73319,73531,0.29
9/30/2019,Cowlitz,Truck,0,0,0,28964,28964,0
10/31/2019,Cowlitz,Passenger,112,106,218,73578,73796,0.3
10/31/2019,Cowlitz,Truck,0,0,0,29028,29028,0
11/30/2019,Cowlitz,Passenger,114,106,220,73602,73822,0.3
11/30/2019,Cowlitz,Truck,0,0,0,29034,29034,0
12/31/2019,Cowlitz,Passenger,118,107,225,73655,73880,0.3
12/31/2019,Cowlitz,Truck,0,0,0,29039,29039,0
1/31/2020,Cowlitz,Truck,0,0,0,29031,29031,0
1/31/2020,Cowlitz,Passenger,127,111,238,73613,73851,0.32
2/29/2020,Cowlitz,Truck,0,0,0,28996,28996,0
2/29/2020,Cowlitz,Passenger,128,111,239,73470,73709,0.32
3/31/2020,Cowlitz,Truck,0,0,0,28853,28853,0
3/31/2020,Cowlitz,Passenger,134,114,248,73177,73425,0.34
4/30/2020,Cowlitz,Truck,0,0,0,28766,28766,0
4/30/2020,Cowlitz,Passenger,136,115,251,72727,72978,0.34
5/31/2020,Cowlitz,Truck,0,0,0,28760,28760,0
5/31/2020,Cowlitz,Passenger,136,115,251,72368,72619,0.35
6/30/2020,Cowlitz,Passenger,138,115,253,72325,72578,0.35
6/30/2020,Cowlitz,Truck,0,0,0,28869,28869,0
7/31/2020,Cowlitz,Truck,0,0,0,28880,28880,0
7/31/2020,Cowlitz,Passenger,146,117,263,72239,72502,0.36
8/31/2020,Cowlitz,Passenger,152,120,272,72135,72407,0.38
8/31/2020,Cowlitz,Truck,0,0,0,28913,28913,0
9/30/2020,Cowlitz,Passenger,157,120,277,72164,72441,0.38
9/30/2020,Cowlitz,Truck,0,0,0,28939,28939,0
10/31/2020,Cowlitz,Passenger,160,122,282,72102,72384,0.39
10/31/2020,Cowlitz,Truck,0,0,0,28896,28896,0
11/30/2020,Cowlitz,Truck,0,0,0,28870,28870,0
11/30/2020,Cowlitz,Passenger,170,124,294,72017,72311,0.41
12/31/2020,Cowlitz,Truck,0,0,0,28930,28930,0
12/31/2020,Cowlitz,Passenger,177,127,304,72120,72424,0.42
1/31/2021,Cowlitz,Truck,0,0,0,28970,28970,0
1/31/2021,Cowlitz,Passenger,188,129,317,72164,72481,0.44
2/28/2021,Cowlitz,Passenger,194,130,324,71938,72262,0.45
2/28/2021,Cowlitz,Truck,0,0,0,28973,28973,0
3/31/2021,Cowlitz,Truck,0,0,0,29050,29050,0
3/31/2021,Cowlitz,Passenger,197,133,330,72164,72494,0.46
4/30/2021,Cowlitz,Passenger,211,134,345,72522,72867,0.47
4/30/2021,Cowlitz,Truck,0,0,0,29173,29173,0
5/31/2021,Cowlitz,Truck,0,0,0,29141,29141,0
5/31/2021,Cowlitz,Passenger,218,136,354,72452,72806,0.49
6/30/2021,Cowlitz,Truck,0,0,0,29121,29121,0
6/30/2021,Cowlitz,Passenger,224,142,366,72357,72723,0.5
7/31/2021,Cowlitz,Truck,0,0,0,29115,29115,0
7/31/2021,Cowlitz,Passenger,229,146,375,72255,72630,0.52
8/31/2021,Cowlitz,Truck,0,1,1,29089,29090,0
8/31/2021,Cowlitz,Passenger,237,152,389,72128,72517,0.54
9/30/2021,Cowlitz,Passenger,246,154,400,72044,72444,0.55
9/30/2021,Cowlitz,Truck,0,1,1,29040,29041,0
10/31/2021,Cowlitz,Passenger,258,154,412,71867,72279,0.57
10/31/2021,Cowlitz,Truck,0,1,1,29073,29074,0
11/30/2021,Cowlitz,Truck,0,1,1,29031,29032,0
11/30/2021,Cowlitz,Passenger,265,159,424,71783,72207,0.59
12/31/2021,Cowlitz,Passenger,274,163,437,71571,72008,0.61
12/31/2021,Cowlitz,Truck,0,1,1,29002,29003,0
1/31/2022,Cowlitz,Truck,0,1,1,28927,28928,0
1/31/2022,Cowlitz,Passenger,273,164,437,71325,71762,0.61
2/28/2022,Cowlitz,Truck,0,1,1,28913,28914,0
2/28/2022,Cowlitz,Passenger,280,168,448,71271,71719,0.62
3/31/2022,Cowlitz,Passenger,293,172,465,71094,71559,0.65
3/31/2022,Cowlitz,Truck,0,1,1,28874,28875,0
4/30/2022,Cowlitz,Truck,0,1,1,28741,28742,0
4/30/2022,Cowlitz,Passenger,314,172,486,70929,71415,0.68
5/31/2022,Cowlitz,Passenger,322,175,497,70724,71221,0.7
5/31/2022,Cowlitz,Truck,1,1,2,28612,28614,0.01
6/30/2022,Cowlitz,Truck,2,1,3,28571,28574,0.01
6/30/2022,Cowlitz,Passenger,336,172,508,70759,71267,0.71
7/31/2022,Cowlitz,Passenger,349,171,520,70599,71119,0.73
7/31/2022,Cowlitz,Truck,2,0,2,28499,28501,0.01
8/31/2022,Cowlitz,Passenger,353,172,525,70489,71014,0.74
8/31/2022,Cowlitz,Truck,2,0,2,28471,28473,0.01
9/30/2022,Cowlitz,Truck,3,0,3,28478,28481,0.01
9/30/2022,Cowlitz,Passenger,368,180,548,70417,70965,0.77
10/31/2022,Cowlitz,Truck,4,0,4,28452,28456,0.01
10/31/2022,Cowlitz,Passenger,381,184,565,70325,70890,0.8
11/30/2022,Cowlitz,Passenger,389,189,578,70253,70831,0.82
11/30/2022,Cowlitz,Truck,4,0,4,28395,28399,0.01
12/31/2022,Cowlitz,Truck,4,0,4,28337,28341,0.01
12/31/2022,Cowlitz,Passenger,405,188,593,70254,70847,0.84
1/31/2023,Cowlitz,Passenger,418,191,609,70102,70711,0.86
1/31/2023,Cowlitz,Truck,7,0,7,28271,28278,0.02
2/28/2023,Cowlitz,Truck,7,0,7,28198,28205,0.02
2/28/2023,Cowlitz,Passenger,425,190,615,69963,70578,0.87
3/31/2023,Cowlitz,Truck,7,0,7,27992,27999,0.03
3/31/2023,Cowlitz,Passenger,433,191,624,69557,70181,0.89
4/30/2023,Cowlitz,Passenger,432,199,631,69047,69678,0.91
4/30/2023,Cowlitz,Truck,8,0,8,27755,27763,0.03
5/31/2023,Cowlitz,Passenger,448,199,647,68240,68887,0.94
5/31/2023,Cowlitz,Truck,8,0,8,27383,27391,0.03
1/31/2017,Douglas,Truck,0,0,0,11426,11426,0
1/31/2017,Douglas,Passenger,29,19,48,26577,26625,0.18
2/28/2017,Douglas,Passenger,30,19,49,26544,26593,0.18
2/28/2017,Douglas,Truck,0,0,0,11387,11387,0
3/31/2017,Douglas,Passenger,29,19,48,26589,26637,0.18
3/31/2017,Douglas,Truck,0,0,0,11441,11441,0
4/30/2017,Douglas,Truck,0,0,0,11451,11451,0
4/30/2017,Douglas,Passenger,31,21,52,26600,26652,0.2
5/31/2017,Douglas,Passenger,32,23,55,26681,26736,0.21
5/31/2017,Douglas,Truck,0,0,0,11484,11484,0
6/30/2017,Douglas,Truck,0,0,0,11527,11527,0
6/30/2017,Douglas,Passenger,34,26,60,26714,26774,0.22
7/31/2017,Douglas,Passenger,35,26,61,26754,26815,0.23
7/31/2017,Douglas,Truck,0,0,0,11515,11515,0
8/31/2017,Douglas,Truck,0,0,0,11570,11570,0
8/31/2017,Douglas,Passenger,35,27,62,26833,26895,0.23
9/30/2017,Douglas,Passenger,35,29,64,26924,26988,0.24
9/30/2017,Douglas,Truck,0,0,0,11592,11592,0
10/31/2017,Douglas,Passenger,36,32,68,26965,27033,0.25
10/31/2017,Douglas,Truck,0,0,0,11656,11656,0
11/30/2017,Douglas,Passenger,37,33,70,27070,27140,0.26
11/30/2017,Douglas,Truck,0,0,0,11702,11702,0
12/31/2017,Douglas,Passenger,38,33,71,27169,27240,0.26
12/31/2017,Douglas,Truck,0,0,0,11757,11757,0
1/31/2018,Douglas,Passenger,43,33,76,27221,27297,0.28
1/31/2018,Douglas,Truck,0,0,0,11790,11790,0
2/28/2018,Douglas,Passenger,43,33,76,27314,27390,0.28
2/28/2018,Douglas,Truck,0,0,0,11812,11812,0
3/31/2018,Douglas,Truck,0,0,0,11857,11857,0
3/31/2018,Douglas,Passenger,42,33,75,27414,27489,0.27
4/30/2018,Douglas,Passenger,41,32,73,27437,27510,0.27
4/30/2018,Douglas,Truck,0,0,0,11882,11882,0
5/31/2018,Douglas,Passenger,44,31,75,27540,27615,0.27
5/31/2018,Douglas,Truck,0,0,0,11900,11900,0
6/30/2018,Douglas,Passenger,43,31,74,27647,27721,0.27
6/30/2018,Douglas,Truck,0,0,0,11947,11947,0
7/31/2018,Douglas,Passenger,43,32,75,27716,27791,0.27
7/31/2018,Douglas,Truck,0,0,0,11969,11969,0
8/31/2018,Douglas,Truck,0,0,0,12026,12026,0
8/31/2018,Douglas,Passenger,45,31,76,27789,27865,0.27
9/30/2018,Douglas,Passenger,48,33,81,27847,27928,0.29
9/30/2018,Douglas,Truck,0,0,0,12010,12010,0
10/31/2018,Douglas,Passenger,47,33,80,27893,27973,0.29
10/31/2018,Douglas,Truck,0,0,0,12075,12075,0
11/30/2018,Douglas,Truck,0,0,0,12121,12121,0
11/30/2018,Douglas,Passenger,49,33,82,27967,28049,0.29
12/31/2018,Douglas,Truck,0,0,0,12158,12158,0
12/31/2018,Douglas,Passenger,50,34,84,28010,28094,0.3
1/31/2019,Douglas,Truck,0,0,0,12170,12170,0
1/31/2019,Douglas,Passenger,51,35,86,28012,28098,0.31
2/28/2019,Douglas,Passenger,52,35,87,27940,28027,0.31
2/28/2019,Douglas,Truck,0,0,0,12164,12164,0
3/31/2019,Douglas,Passenger,53,34,87,27890,27977,0.31
3/31/2019,Douglas,Truck,0,0,0,12154,12154,0
4/30/2019,Douglas,Truck,0,0,0,12173,12173,0
4/30/2019,Douglas,Passenger,55,34,89,27973,28062,0.32
5/31/2019,Douglas,Truck,0,0,0,12179,12179,0
5/31/2019,Douglas,Passenger,56,36,92,28006,28098,0.33
6/30/2019,Douglas,Truck,0,0,0,12181,12181,0
6/30/2019,Douglas,Passenger,57,37,94,28034,28128,0.33
7/31/2019,Douglas,Truck,0,0,0,12220,12220,0
7/31/2019,Douglas,Passenger,60,37,97,28080,28177,0.34
8/31/2019,Douglas,Truck,0,0,0,12263,12263,0
8/31/2019,Douglas,Passenger,61,36,97,28183,28280,0.34
9/30/2019,Douglas,Passenger,62,37,99,28208,28307,0.35
9/30/2019,Douglas,Truck,0,0,0,12274,12274,0
10/31/2019,Douglas,Passenger,63,38,101,28274,28375,0.36
10/31/2019,Douglas,Truck,0,0,0,12292,12292,0
11/30/2019,Douglas,Passenger,65,38,103,28290,28393,0.36
11/30/2019,Douglas,Truck,0,0,0,12298,12298,0
12/31/2019,Douglas,Passenger,67,38,105,28302,28407,0.37
12/31/2019,Douglas,Truck,0,0,0,12305,12305,0
1/31/2020,Douglas,Passenger,69,39,108,28370,28478,0.38
1/31/2020,Douglas,Truck,0,0,0,12309,12309,0
2/29/2020,Douglas,Passenger,69,40,109,28274,28383,0.38
2/29/2020,Douglas,Truck,0,0,0,12317,12317,0
3/31/2020,Douglas,Truck,0,0,0,12330,12330,0
3/31/2020,Douglas,Passenger,71,40,111,28177,28288,0.39
4/30/2020,Douglas,Truck,0,0,0,12268,12268,0
4/30/2020,Douglas,Passenger,69,40,109,28019,28128,0.39
5/31/2020,Douglas,Truck,0,0,0,12277,12277,0
5/31/2020,Douglas,Passenger,69,40,109,27966,28075,0.39
6/30/2020,Douglas,Passenger,71,40,111,28005,28116,0.39
6/30/2020,Douglas,Truck,0,0,0,12306,12306,0
7/31/2020,Douglas,Passenger,75,41,116,28054,28170,0.41
7/31/2020,Douglas,Truck,0,0,0,12350,12350,0
8/31/2020,Douglas,Truck,0,0,0,12337,12337,0
8/31/2020,Douglas,Passenger,77,41,118,28014,28132,0.42
9/30/2020,Douglas,Passenger,79,45,124,28044,28168,0.44
9/30/2020,Douglas,Truck,0,0,0,12378,12378,0
10/31/2020,Douglas,Truck,0,0,0,12417,12417,0
10/31/2020,Douglas,Passenger,80,43,123,28073,28196,0.44
11/30/2020,Douglas,Passenger,82,43,125,28132,28257,0.44
11/30/2020,Douglas,Truck,0,0,0,12453,12453,0
12/31/2020,Douglas,Truck,0,0,0,12496,12496,0
12/31/2020,Douglas,Passenger,86,44,130,28197,28327,0.46
1/31/2021,Douglas,Truck,0,0,0,12508,12508,0
1/31/2021,Douglas,Passenger,84,46,130,28205,28335,0.46
2/28/2021,Douglas,Passenger,86,46,132,28255,28387,0.47
2/28/2021,Douglas,Truck,0,0,0,12520,12520,0
3/31/2021,Douglas,Truck,0,0,0,12560,12560,0
3/31/2021,Douglas,Passenger,86,47,133,28384,28517,0.47
4/30/2021,Douglas,Truck,0,0,0,12628,12628,0
4/30/2021,Douglas,Passenger,88,46,134,28478,28612,0.47
5/31/2021,Douglas,Truck,0,0,0,12666,12666,0
5/31/2021,Douglas,Passenger,92,47,139,28523,28662,0.48
6/30/2021,Douglas,Passenger,93,48,141,28522,28663,0.49
6/30/2021,Douglas,Truck,0,0,0,12687,12687,0
7/31/2021,Douglas,Passenger,100,51,151,28507,28658,0.53
7/31/2021,Douglas,Truck,0,0,0,12699,12699,0
8/31/2021,Douglas,Truck,0,0,0,12685,12685,0
8/31/2021,Douglas,Passenger,103,51,154,28575,28729,0.54
9/30/2021,Douglas,Truck,0,0,0,12716,12716,0
9/30/2021,Douglas,Passenger,103,51,154,28571,28725,0.54
10/31/2021,Douglas,Truck,0,0,0,12680,12680,0
10/31/2021,Douglas,Passenger,103,51,154,28577,28731,0.54
11/30/2021,Douglas,Passenger,106,53,159,28610,28769,0.55
11/30/2021,Douglas,Truck,0,0,0,12694,12694,0
12/31/2021,Douglas,Truck,0,0,0,12701,12701,0
12/31/2021,Douglas,Passenger,116,56,172,28610,28782,0.6
1/31/2022,Douglas,Passenger,118,56,174,28586,28760,0.61
1/31/2022,Douglas,Truck,0,0,0,12682,12682,0
2/28/2022,Douglas,Truck,0,0,0,12686,12686,0
2/28/2022,Douglas,Passenger,122,55,177,28559,28736,0.62
3/31/2022,Douglas,Passenger,125,56,181,28532,28713,0.63
3/31/2022,Douglas,Truck,0,0,0,12726,12726,0
4/30/2022,Douglas,Passenger,126,57,183,28529,28712,0.64
4/30/2022,Douglas,Truck,0,0,0,12748,12748,0
5/31/2022,Douglas,Passenger,131,58,189,28519,28708,0.66
5/31/2022,Douglas,Truck,0,0,0,12771,12771,0
6/30/2022,Douglas,Passenger,131,58,189,28504,28693,0.66
6/30/2022,Douglas,Truck,0,0,0,12792,12792,0
7/31/2022,Douglas,Passenger,138,60,198,28407,28605,0.69
7/31/2022,Douglas,Truck,1,0,1,12750,12751,0.01
8/31/2022,Douglas,Passenger,141,60,201,28392,28593,0.7
8/31/2022,Douglas,Truck,1,0,1,12759,12760,0.01
9/30/2022,Douglas,Truck,1,0,1,12778,12779,0.01
9/30/2022,Douglas,Passenger,147,61,208,28444,28652,0.73
10/31/2022,Douglas,Passenger,158,59,217,28424,28641,0.76
10/31/2022,Douglas,Truck,2,0,2,12807,12809,0.02
11/30/2022,Douglas,Truck,2,0,2,12801,12803,0.02
11/30/2022,Douglas,Passenger,162,59,221,28483,28704,0.77
12/31/2022,Douglas,Truck,3,0,3,12809,12812,0.02
12/31/2022,Douglas,Passenger,168,59,227,28468,28695,0.79
1/31/2023,Douglas,Truck,5,0,5,12848,12853,0.04
1/31/2023,Douglas,Passenger,171,58,229,28523,28752,0.8
2/28/2023,Douglas,Passenger,178,59,237,28518,28755,0.82
2/28/2023,Douglas,Truck,6,0,6,12845,12851,0.05
3/31/2023,Douglas,Passenger,178,59,237,28478,28715,0.83
3/31/2023,Douglas,Truck,6,0,6,12803,12809,0.05
4/30/2023,Douglas,Passenger,186,61,247,28328,28575,0.86
4/30/2023,Douglas,Truck,7,0,7,12774,12781,0.05
5/31/2023,Douglas,Truck,7,0,7,12658,12665,0.06
5/31/2023,Douglas,Passenger,193,59,252,28091,28343,0.89
1/31/2017,Ferry,Truck,0,0,0,3581,3581,0
