Date,County,Vehicle Primary Use,BEV Registered,PHEV Registerd,EV Total,Non-EV Total,Total Vehicles,Percent EV
7/31/2018,Thurston,Passenger,577,497,1074,193766,194840,0.55
8/31/2018,Thurston,Passenger,603,517,1120,194273,195393,0.57
8/31/2018,Thurston,Truck,0,0,0,54557,54557,0
9/30/2018,Thurston,Passenger,621,527,1148,194623,195771,0.59
9/30/2018,Thurston,Truck,0,0,0,54635,54635,0
10/31/2018,Thurston,Passenger,663,552,1215,195090,196305,0.62
10/31/2018,Thurston,Truck,0,0,0,54799,54799,0
11/30/2018,Thurston,Passenger,707,567,1274,195474,196748,0.65
11/30/2018,Thurston,Truck,0,0,0,54920,54920,0
12/31/2018,Thurston,Truck,0,0,0,54870,54870,0
12/31/2018,Thurston,Passenger,739,572,1311,195619,196930,0.67
1/31/2019,Thurston,Passenger,771,590,1361,196064,197425,0.69
1/31/2019,Thurston,Truck,0,0,0,54916,54916,0
2/28/2019,Thurston,Truck,0,0,0,54900,54900,0
2/28/2019,Thurston,Passenger,782,594,1376,195910,197286,0.7
3/31/2019,Thurston,Truck,0,0,0,54945,54945,0
3/31/2019,Thurston,Passenger,802,598,1400,196206,197606,0.71
4/30/2019,Thurston,Truck,0,0,0,55019,55019,0
4/30/2019,Thurston,Passenger,821,613,1434,196794,198228,0.72
5/31/2019,Thurston,Passenger,844,630,1474,197163,198637,0.74
5/31/2019,Thurston,Truck,0,0,0,55079,55079,0
6/30/2019,Thurston,Passenger,875,639,1514,197729,199243,0.76
6/30/2019,Thurston,Truck,0,0,0,55121,55121,0
7/31/2019,Thurston,Passenger,905,652,1557,198196,199753,0.78
7/31/2019,Thurston,Truck,0,0,0,55258,55258,0
8/31/2019,Thurston,Truck,0,0,0,55440,55440,0
8/31/2019,Thurston,Passenger,927,660,1587,198400,199987,0.79
9/30/2019,Thurston,Passenger,953,671,1624,198626,200250,0.81
9/30/2019,Thurston,Truck,0,0,0,55541,55541,0
10/31/2019,Thurston,Passenger,1005,685,1690,199137,200827,0.84
10/31/2019,Thurston,Truck,0,0,0,55645,55645,0
11/30/2019,Thurston,Passenger,1035,699,1734,199155,200889,0.86
11/30/2019,Thurston,Truck,0,0,0,55656,55656,0
12/31/2019,Thurston,Truck,0,0,0,55730,55730,0
12/31/2019,Thurston,Passenger,1052,700,1752,199262,201014,0.87
1/31/2020,Thurston,Truck,0,0,0,55765,55765,0
1/31/2020,Thurston,Passenger,1093,718,1811,199323,201134,0.9
2/29/2020,Thurston,Truck,0,0,0,55721,55721,0
2/29/2020,Thurston,Passenger,1109,724,1833,199007,200840,0.91
3/31/2020,Thurston,Passenger,1131,727,1858,198639,200497,0.93
3/31/2020,Thurston,Truck,0,0,0,55684,55684,0
4/30/2020,Thurston,Truck,0,0,0,55501,55501,0
4/30/2020,Thurston,Passenger,1141,729,1870,197518,199388,0.94
5/31/2020,Thurston,Passenger,1136,732,1868,196847,198715,0.94
5/31/2020,Thurston,Truck,0,0,0,55499,55499,0
6/30/2020,Thurston,Truck,0,0,0,55745,55745,0
6/30/2020,Thurston,Passenger,1144,735,1879,196927,198806,0.95
7/31/2020,Thurston,Passenger,1176,743,1919,197187,199106,0.96
7/31/2020,Thurston,Truck,0,0,0,55899,55899,0
8/31/2020,Thurston,Passenger,1195,752,1947,197139,199086,0.98
8/31/2020,Thurston,Truck,0,0,0,55982,55982,0
9/30/2020,Thurston,Truck,0,0,0,56141,56141,0
9/30/2020,Thurston,Passenger,1212,752,1964,197255,199219,0.99
10/31/2020,Thurston,Truck,0,0,0,56314,56314,0
10/31/2020,Thurston,Passenger,1255,761,2016,197329,199345,1.01
11/30/2020,Thurston,Passenger,1291,763,2054,197253,199307,1.03
11/30/2020,Thurston,Truck,0,0,0,56300,56300,0
12/31/2020,Thurston,Passenger,1322,780,2102,197433,199535,1.05
12/31/2020,Thurston,Truck,0,0,0,56410,56410,0
1/31/2021,Thurston,Passenger,1351,796,2147,197483,199630,1.08
1/31/2021,Thurston,Truck,0,0,0,56469,56469,0
2/28/2021,Thurston,Truck,0,0,0,56466,56466,0
2/28/2021,Thurston,Passenger,1383,811,2194,197265,199459,1.1
3/31/2021,Thurston,Truck,0,0,0,56551,56551,0
3/31/2021,Thurston,Passenger,1432,825,2257,197498,199755,1.13
4/30/2021,Thurston,Passenger,1494,835,2329,198125,200454,1.16
4/30/2021,Thurston,Truck,0,0,0,56734,56734,0
5/31/2021,Thurston,Passenger,1543,853,2396,198149,200545,1.19
5/31/2021,Thurston,Truck,0,0,0,56658,56658,0
6/30/2021,Thurston,Passenger,1585,873,2458,198190,200648,1.23
6/30/2021,Thurston,Truck,0,0,0,56598,56598,0
7/31/2021,Thurston,Passenger,1660,893,2553,197917,200470,1.27
7/31/2021,Thurston,Truck,0,0,0,56526,56526,0
8/31/2021,Thurston,Passenger,1715,907,2622,197854,200476,1.31
8/31/2021,Thurston,Truck,0,0,0,56442,56442,0
9/30/2021,Thurston,Truck,0,0,0,56368,56368,0
9/30/2021,Thurston,Passenger,1751,909,2660,197625,200285,1.33
10/31/2021,Thurston,Passenger,1803,922,2725,197328,200053,1.36
10/31/2021,Thurston,Truck,0,0,0,56214,56214,0
11/30/2021,Thurston,Passenger,1846,950,2796,197212,200008,1.4
11/30/2021,Thurston,Truck,0,0,0,56196,56196,0
12/31/2021,Thurston,Truck,0,0,0,56084,56084,0
12/31/2021,Thurston,Passenger,1868,965,2833,196912,199745,1.42
1/31/2022,Thurston,Passenger,1921,974,2895,196571,199466,1.45
1/31/2022,Thurston,Truck,3,0,3,55952,55955,0.01
2/28/2022,Thurston,Passenger,1971,991,2962,196133,199095,1.49
2/28/2022,Thurston,Truck,3,0,3,55871,55874,0.01
3/31/2022,Thurston,Passenger,2029,1001,3030,195543,198573,1.53
3/31/2022,Thurston,Truck,3,0,3,55766,55769,0.01
4/30/2022,Thurston,Truck,3,0,3,55616,55619,0.01
4/30/2022,Thurston,Passenger,2075,1016,3091,195115,198206,1.56
5/31/2022,Thurston,Truck,4,0,4,55476,55480,0.01
5/31/2022,Thurston,Passenger,2129,1029,3158,194622,197780,1.6
6/30/2022,Thurston,Passenger,2184,1056,3240,194558,197798,1.64
6/30/2022,Thurston,Truck,7,0,7,55541,55548,0.01
7/31/2022,Thurston,Truck,8,0,8,55392,55400,0.01
7/31/2022,Thurston,Passenger,2244,1067,3311,193770,197081,1.68
8/31/2022,Thurston,Passenger,2328,1088,3416,193336,196752,1.74
8/31/2022,Thurston,Truck,17,0,17,55191,55208,0.03
9/30/2022,Thurston,Passenger,2383,1104,3487,193058,196545,1.77
9/30/2022,Thurston,Truck,21,0,21,55078,55099,0.04
10/31/2022,Thurston,Passenger,2470,1111,3581,192822,196403,1.82
10/31/2022,Thurston,Truck,30,0,30,54908,54938,0.05
11/30/2022,Thurston,Passenger,2556,1117,3673,192566,196239,1.87
11/30/2022,Thurston,Truck,34,0,34,54753,54787,0.06
12/31/2022,Thurston,Passenger,2630,1133,3763,192123,195886,1.92
12/31/2022,Thurston,Truck,38,0,38,54610,54648,0.07
1/31/2023,Thurston,Truck,42,0,42,54467,54509,0.08
1/31/2023,Thurston,Passenger,2703,1141,3844,191633,195477,1.97
2/28/2023,Thurston,Passenger,2772,1150,3922,190882,194804,2.01
2/28/2023,Thurston,Truck,49,0,49,54268,54317,0.09
3/31/2023,Thurston,Truck,52,0,52,53866,53918,0.1
3/31/2023,Thurston,Passenger,2830,1173,4003,189698,193701,2.07
4/30/2023,Thurston,Truck,55,0,55,53323,53378,0.1
4/30/2023,Thurston,Passenger,2913,1179,4092,188454,192546,2.13
5/31/2023,Thurston,Passenger,3004,1191,4195,186059,190254,2.2
5/31/2023,Thurston,Truck,57,0,57,52539,52596,0.11
1/31/2017,Wahkiakum,Truck,0,0,0,1624,1624,0
1/31/2017,Wahkiakum,Passenger,0,1,1,2861,2862,0.03
2/28/2017,Wahkiakum,Passenger,0,1,1,2843,2844,0.04
2/28/2017,Wahkiakum,Truck,0,0,0,1625,1625,0
3/31/2017,Wahkiakum,Passenger,0,2,2,2849,2851,0.07
3/31/2017,Wahkiakum,Truck,0,0,0,1635,1635,0
4/30/2017,Wahkiakum,Truck,0,0,0,1631,1631,0
4/30/2017,Wahkiakum,Passenger,0,2,2,2848,2850,0.07
5/31/2017,Wahkiakum,Passenger,0,2,2,2837,2839,0.07
5/31/2017,Wahkiakum,Truck,0,0,0,1643,1643,0
6/30/2017,Wahkiakum,Truck,0,0,0,1644,1644,0
6/30/2017,Wahkiakum,Passenger,0,2,2,2832,2834,0.07
7/31/2017,Wahkiakum,Truck,0,0,0,1659,1659,0
7/31/2017,Wahkiakum,Passenger,0,2,2,2836,2838,0.07
8/31/2017,Wahkiakum,Passenger,0,2,2,2834,2836,0.07
8/31/2017,Wahkiakum,Truck,0,0,0,1655,1655,0
9/30/2017,Wahkiakum,Truck,0,0,0,1667,1667,0
9/30/2017,Wahkiakum,Passenger,0,2,2,2836,2838,0.07
10/31/2017,Wahkiakum,Truck,0,0,0,1672,1672,0
10/31/2017,Wahkiakum,Passenger,0,2,2,2849,2851,0.07
11/30/2017,Wahkiakum,Passenger,0,2,2,2868,2870,0.07
11/30/2017,Wahkiakum,Truck,0,0,0,1661,1661,0
12/31/2017,Wahkiakum,Passenger,0,2,2,2860,2862,0.07
12/31/2017,Wahkiakum,Truck,0,0,0,1670,1670,0
1/31/2018,Wahkiakum,Passenger,0,2,2,2844,2846,0.07
1/31/2018,Wahkiakum,Truck,0,0,0,1681,1681,0
2/28/2018,Wahkiakum,Passenger,0,2,2,2860,2862,0.07
2/28/2018,Wahkiakum,Truck,0,0,0,1673,1673,0
3/31/2018,Wahkiakum,Truck,0,0,0,1668,1668,0
3/31/2018,Wahkiakum,Passenger,1,2,3,2871,2874,0.1
4/30/2018,Wahkiakum,Truck,0,0,0,1668,1668,0
4/30/2018,Wahkiakum,Passenger,1,3,4,2887,2891,0.14
5/31/2018,Wahkiakum,Passenger,1,2,3,2901,2904,0.1
5/31/2018,Wahkiakum,Truck,0,0,0,1674,1674,0
6/30/2018,Wahkiakum,Passenger,1,2,3,2915,2918,0.1
6/30/2018,Wahkiakum,Truck,0,0,0,1675,1675,0
7/31/2018,Wahkiakum,Passenger,1,1,2,2938,2940,0.07
7/31/2018,Wahkiakum,Truck,0,0,0,1681,1681,0
8/31/2018,Wahkiakum,Passenger,1,1,2,2961,2963,0.07
8/31/2018,Wahkiakum,Truck,0,0,0,1691,1691,0
9/30/2018,Wahkiakum,Truck,0,0,0,1691,1691,0
9/30/2018,Wahkiakum,Passenger,1,1,2,2980,2982,0.07
10/31/2018,Wahkiakum,Passenger,1,1,2,2984,2986,0.07
10/31/2018,Wahkiakum,Truck,0,0,0,1701,1701,0
11/30/2018,Wahkiakum,Passenger,1,1,2,2984,2986,0.07
11/30/2018,Wahkiakum,Truck,0,0,0,1704,1704,0
12/31/2018,Wahkiakum,Truck,0,0,0,1722,1722,0
12/31/2018,Wahkiakum,Passenger,1,1,2,2979,2981,0.07
1/31/2019,Wahkiakum,Passenger,1,1,2,3006,3008,0.07
1/31/2019,Wahkiakum,Truck,0,0,0,1711,1711,0
2/28/2019,Wahkiakum,Passenger,1,1,2,3021,3023,0.07
2/28/2019,Wahkiakum,Truck,0,0,0,1720,1720,0
3/31/2019,Wahkiakum,Passenger,1,1,2,3009,3011,0.07
3/31/2019,Wahkiakum,Truck,0,0,0,1725,1725,0
4/30/2019,Wahkiakum,Truck,0,0,0,1733,1733,0
4/30/2019,Wahkiakum,Passenger,1,1,2,3015,3017,0.07
5/31/2019,Wahkiakum,Truck,0,0,0,1743,1743,0
5/31/2019,Wahkiakum,Passenger,2,2,4,3018,3022,0.13
6/30/2019,Wahkiakum,Passenger,2,2,4,3010,3014,0.13
6/30/2019,Wahkiakum,Truck,0,0,0,1755,1755,0
7/31/2019,Wahkiakum,Passenger,2,2,4,3008,3012,0.13
7/31/2019,Wahkiakum,Truck,0,0,0,1761,1761,0
8/31/2019,Wahkiakum,Truck,0,0,0,1763,1763,0
8/31/2019,Wahkiakum,Passenger,2,2,4,3027,3031,0.13
9/30/2019,Wahkiakum,Truck,0,0,0,1760,1760,0
9/30/2019,Wahkiakum,Passenger,2,3,5,3050,3055,0.16
10/31/2019,Wahkiakum,Truck,0,0,0,1752,1752,0
10/31/2019,Wahkiakum,Passenger,4,3,7,3050,3057,0.23
11/30/2019,Wahkiakum,Truck,0,0,0,1752,1752,0
11/30/2019,Wahkiakum,Passenger,4,3,7,3038,3045,0.23
12/31/2019,Wahkiakum,Passenger,4,3,7,3042,3049,0.23
12/31/2019,Wahkiakum,Truck,0,0,0,1754,1754,0
1/31/2020,Wahkiakum,Truck,0,0,0,1759,1759,0
1/31/2020,Wahkiakum,Passenger,4,5,9,3035,3044,0.3
2/29/2020,Wahkiakum,Passenger,5,5,10,3017,3027,0.33
2/29/2020,Wahkiakum,Truck,0,0,0,1762,1762,0
3/31/2020,Wahkiakum,Passenger,6,5,11,3006,3017,0.36
3/31/2020,Wahkiakum,Truck,0,0,0,1760,1760,0
4/30/2020,Wahkiakum,Truck,0,0,0,1760,1760,0
4/30/2020,Wahkiakum,Passenger,6,5,11,2973,2984,0.37
5/31/2020,Wahkiakum,Passenger,6,6,12,2965,2977,0.4
5/31/2020,Wahkiakum,Truck,0,0,0,1759,1759,0
6/30/2020,Wahkiakum,Passenger,6,6,12,2991,3003,0.4
6/30/2020,Wahkiakum,Truck,0,0,0,1737,1737,0
7/31/2020,Wahkiakum,Truck,0,0,0,1742,1742,0
7/31/2020,Wahkiakum,Passenger,6,6,12,3001,3013,0.4
8/31/2020,Wahkiakum,Passenger,6,6,12,3028,3040,0.39
8/31/2020,Wahkiakum,Truck,0,0,0,1745,1745,0
9/30/2020,Wahkiakum,Truck,0,0,0,1759,1759,0
9/30/2020,Wahkiakum,Passenger,6,6,12,3016,3028,0.4
10/31/2020,Wahkiakum,Truck,0,0,0,1764,1764,0
10/31/2020,Wahkiakum,Passenger,6,6,12,3035,3047,0.39
11/30/2020,Wahkiakum,Passenger,6,6,12,3039,3051,0.39
11/30/2020,Wahkiakum,Truck,0,0,0,1766,1766,0
12/31/2020,Wahkiakum,Passenger,6,7,13,3036,3049,0.43
12/31/2020,Wahkiakum,Truck,0,0,0,1770,1770,0
1/31/2021,Wahkiakum,Truck,0,0,0,1769,1769,0
1/31/2021,Wahkiakum,Passenger,7,6,13,3040,3053,0.43
2/28/2021,Wahkiakum,Passenger,8,6,14,3045,3059,0.46
2/28/2021,Wahkiakum,Truck,0,0,0,1782,1782,0
3/31/2021,Wahkiakum,Truck,0,0,0,1788,1788,0
3/31/2021,Wahkiakum,Passenger,9,7,16,3083,3099,0.52
4/30/2021,Wahkiakum,Passenger,11,6,17,3113,3130,0.54
4/30/2021,Wahkiakum,Truck,0,0,0,1806,1806,0
5/31/2021,Wahkiakum,Passenger,13,7,20,3113,3133,0.64
5/31/2021,Wahkiakum,Truck,0,0,0,1799,1799,0
6/30/2021,Wahkiakum,Truck,0,0,0,1797,1797,0
6/30/2021,Wahkiakum,Passenger,15,8,23,3109,3132,0.73
7/31/2021,Wahkiakum,Passenger,15,8,23,3091,3114,0.74
7/31/2021,Wahkiakum,Truck,0,0,0,1794,1794,0
8/31/2021,Wahkiakum,Passenger,16,8,24,3079,3103,0.77
8/31/2021,Wahkiakum,Truck,0,0,0,1802,1802,0
9/30/2021,Wahkiakum,Truck,0,0,0,1816,1816,0
9/30/2021,Wahkiakum,Passenger,16,8,24,3071,3095,0.78
10/31/2021,Wahkiakum,Truck,0,0,0,1828,1828,0
10/31/2021,Wahkiakum,Passenger,17,8,25,3065,3090,0.81
11/30/2021,Wahkiakum,Passenger,17,10,27,3091,3118,0.87
11/30/2021,Wahkiakum,Truck,0,0,0,1818,1818,0
12/31/2021,Wahkiakum,Truck,0,0,0,1825,1825,0
12/31/2021,Wahkiakum,Passenger,17,10,27,3082,3109,0.87
1/31/2022,Wahkiakum,Passenger,17,11,28,3075,3103,0.9
1/31/2022,Wahkiakum,Truck,0,0,0,1817,1817,0
2/28/2022,Wahkiakum,Truck,0,0,0,1816,1816,0
2/28/2022,Wahkiakum,Passenger,17,11,28,3096,3124,0.9
3/31/2022,Wahkiakum,Passenger,18,11,29,3078,3107,0.93
3/31/2022,Wahkiakum,Truck,0,0,0,1815,1815,0
4/30/2022,Wahkiakum,Truck,0,0,0,1818,1818,0
4/30/2022,Wahkiakum,Passenger,20,11,31,3080,3111,1
5/31/2022,Wahkiakum,Truck,0,0,0,1806,1806,0
5/31/2022,Wahkiakum,Passenger,22,10,32,3087,3119,1.03
6/30/2022,Wahkiakum,Passenger,23,11,34,3074,3108,1.09
6/30/2022,Wahkiakum,Truck,0,0,0,1806,1806,0
7/31/2022,Wahkiakum,Passenger,24,12,36,3073,3109,1.16
7/31/2022,Wahkiakum,Truck,0,0,0,1803,1803,0
8/31/2022,Wahkiakum,Passenger,24,12,36,3080,3116,1.16
8/31/2022,Wahkiakum,Truck,1,0,1,1802,1803,0.06
9/30/2022,Wahkiakum,Truck,1,0,1,1802,1803,0.06
9/30/2022,Wahkiakum,Passenger,25,12,37,3077,3114,1.19
10/31/2022,Wahkiakum,Truck,1,0,1,1800,1801,0.06
10/31/2022,Wahkiakum,Passenger,25,12,37,3062,3099,1.19
11/30/2022,Wahkiakum,Passenger,26,13,39,3044,3083,1.27
11/30/2022,Wahkiakum,Truck,1,0,1,1803,1804,0.06
12/31/2022,Wahkiakum,Passenger,27,13,40,3037,3077,1.3
12/31/2022,Wahkiakum,Truck,1,0,1,1788,1789,0.06
1/31/2023,Wahkiakum,Truck,1,0,1,1787,1788,0.06
1/31/2023,Wahkiakum,Passenger,26,15,41,3051,3092,1.33
2/28/2023,Wahkiakum,Passenger,27,15,42,3038,3080,1.36
2/28/2023,Wahkiakum,Truck,1,0,1,1784,1785,0.06
3/31/2023,Wahkiakum,Truck,2,0,2,1770,1772,0.11
3/31/2023,Wahkiakum,Passenger,26,16,42,3044,3086,1.36
4/30/2023,Wahkiakum,Passenger,27,16,43,3015,3058,1.41
4/30/2023,Wahkiakum,Truck,2,0,2,1761,1763,0.11
5/31/2023,Wahkiakum,Passenger,26,17,43,2964,3007,1.43
5/31/2023,Wahkiakum,Truck,2,0,2,1717,1719,0.12
1/31/2017,Walla Walla,Passenger,16,21,37,34864,34901,0.11
1/31/2017,Walla Walla,Truck,0,0,0,13169,13169,0
2/28/2017,Walla Walla,Passenger,17,21,38,34781,34819,0.11
2/28/2017,Walla Walla,Truck,0,0,0,13162,13162,0
3/31/2017,Walla Walla,Passenger,20,22,42,34820,34862,0.12
3/31/2017,Walla Walla,Truck,0,0,0,13187,13187,0
4/30/2017,Walla Walla,Truck,0,0,0,13177,13177,0
4/30/2017,Walla Walla,Passenger,22,24,46,34827,34873,0.13
5/31/2017,Walla Walla,Passenger,23,24,47,34852,34899,0.13
5/31/2017,Walla Walla,Truck,0,0,0,13189,13189,0
6/30/2017,Walla Walla,Truck,0,0,0,13205,13205,0
6/30/2017,Walla Walla,Passenger,25,26,51,34842,34893,0.15
7/31/2017,Walla Walla,Truck,0,0,0,13177,13177,0
7/31/2017,Walla Walla,Passenger,27,26,53,34885,34938,0.15
8/31/2017,Walla Walla,Truck,0,0,0,13188,13188,0
8/31/2017,Walla Walla,Passenger,27,27,54,34980,35034,0.15
9/30/2017,Walla Walla,Truck,0,0,0,13243,13243,0
9/30/2017,Walla Walla,Passenger,27,28,55,35035,35090,0.16
10/31/2017,Walla Walla,Passenger,28,28,56,35146,35202,0.16
10/31/2017,Walla Walla,Truck,0,0,0,13257,13257,0
11/30/2017,Walla Walla,Passenger,29,31,60,35238,35298,0.17
11/30/2017,Walla Walla,Truck,0,0,0,13313,13313,0
12/31/2017,Walla Walla,Truck,0,0,0,13293,13293,0
12/31/2017,Walla Walla,Passenger,29,32,61,35286,35347,0.17
1/31/2018,Walla Walla,Truck,0,0,0,13324,13324,0
1/31/2018,Walla Walla,Passenger,30,33,63,35374,35437,0.18
2/28/2018,Walla Walla,Truck,0,0,0,13324,13324,0
2/28/2018,Walla Walla,Passenger,31,35,66,35388,35454,0.19
3/31/2018,Walla Walla,Truck,0,0,0,13312,13312,0
3/31/2018,Walla Walla,Passenger,32,36,68,35464,35532,0.19
4/30/2018,Walla Walla,Passenger,34,40,74,35457,35531,0.21
4/30/2018,Walla Walla,Truck,0,0,0,13333,13333,0
5/31/2018,Walla Walla,Passenger,34,42,76,35572,35648,0.21
5/31/2018,Walla Walla,Truck,0,0,0,13390,13390,0
6/30/2018,Walla Walla,Truck,0,0,0,13417,13417,0
6/30/2018,Walla Walla,Passenger,34,43,77,35663,35740,0.22
7/31/2018,Walla Walla,Passenger,34,44,78,35742,35820,0.22
7/31/2018,Walla Walla,Truck,0,0,0,13468,13468,0
8/31/2018,Walla Walla,Passenger,34,48,82,35876,35958,0.23
8/31/2018,Walla Walla,Truck,0,0,0,13498,13498,0
9/30/2018,Walla Walla,Truck,0,0,0,13493,13493,0
9/30/2018,Walla Walla,Passenger,36,50,86,35929,36015,0.24
10/31/2018,Walla Walla,Passenger,36,50,86,35998,36084,0.24
10/31/2018,Walla Walla,Truck,0,0,0,13508,13508,0
11/30/2018,Walla Walla,Passenger,38,52,90,36096,36186,0.25
11/30/2018,Walla Walla,Truck,0,0,0,13519,13519,0
12/31/2018,Walla Walla,Truck,0,0,0,13524,13524,0
12/31/2018,Walla Walla,Passenger,41,52,93,36101,36194,0.26
1/31/2019,Walla Walla,Truck,0,0,0,13537,13537,0
1/31/2019,Walla Walla,Passenger,42,54,96,36142,36238,0.26
2/28/2019,Walla Walla,Truck,0,0,0,13545,13545,0
2/28/2019,Walla Walla,Passenger,43,54,97,36070,36167,0.27
3/31/2019,Walla Walla,Passenger,44,56,100,36071,36171,0.28
3/31/2019,Walla Walla,Truck,0,0,0,13554,13554,0
4/30/2019,Walla Walla,Truck,0,0,0,13605,13605,0
4/30/2019,Walla Walla,Passenger,46,57,103,36141,36244,0.28
5/31/2019,Walla Walla,Truck,0,0,0,13615,13615,0
5/31/2019,Walla Walla,Passenger,46,57,103,36168,36271,0.28
6/30/2019,Walla Walla,Truck,0,0,0,13595,13595,0
6/30/2019,Walla Walla,Passenger,49,61,110,36191,36301,0.3
7/31/2019,Walla Walla,Passenger,52,61,113,36214,36327,0.31
7/31/2019,Walla Walla,Truck,0,0,0,13619,13619,0
8/31/2019,Walla Walla,Truck,0,0,0,13654,13654,0
8/31/2019,Walla Walla,Passenger,56,63,119,36237,36356,0.33
9/30/2019,Walla Walla,Passenger,59,63,122,36259,36381,0.34
9/30/2019,Walla Walla,Truck,0,0,0,13689,13689,0
10/31/2019,Walla Walla,Truck,0,0,0,13671,13671,0
10/31/2019,Walla Walla,Passenger,62,62,124,36331,36455,0.34
11/30/2019,Walla Walla,Truck,0,0,0,13674,13674,0
11/30/2019,Walla Walla,Passenger,64,61,125,36287,36412,0.34
12/31/2019,Walla Walla,Passenger,63,60,123,36311,36434,0.34
12/31/2019,Walla Walla,Truck,0,0,0,13664,13664,0
1/31/2020,Walla Walla,Passenger,65,61,126,36356,36482,0.35
1/31/2020,Walla Walla,Truck,0,0,0,13709,13709,0
2/29/2020,Walla Walla,Passenger,68,62,130,36317,36447,0.36
2/29/2020,Walla Walla,Truck,0,0,0,13700,13700,0
3/31/2020,Walla Walla,Passenger,68,63,131,36240,36371,0.36
3/31/2020,Walla Walla,Truck,0,0,0,13647,13647,0
4/30/2020,Walla Walla,Truck,0,0,0,13622,13622,0
4/30/2020,Walla Walla,Passenger,69,63,132,36003,36135,0.37
5/31/2020,Walla Walla,Passenger,70,62,132,35822,35954,0.37
5/31/2020,Walla Walla,Truck,0,0,0,13669,13669,0
6/30/2020,Walla Walla,Passenger,73,62,135,35833,35968,0.38
6/30/2020,Walla Walla,Truck,0,0,0,13744,13744,0
7/31/2020,Walla Walla,Passenger,77,65,142,35906,36048,0.39
7/31/2020,Walla Walla,Truck,0,0,0,13753,13753,0
8/31/2020,Walla Walla,Passenger,81,65,146,35892,36038,0.41
8/31/2020,Walla Walla,Truck,0,0,0,13749,13749,0
9/30/2020,Walla Walla,Passenger,86,62,148,35946,36094,0.41
9/30/2020,Walla Walla,Truck,0,0,0,13790,13790,0
10/31/2020,Walla Walla,Truck,0,0,0,13798,13798,0
10/31/2020,Walla Walla,Passenger,86,65,151,36018,36169,0.42
11/30/2020,Walla Walla,Passenger,95,66,161,36071,36232,0.44
11/30/2020,Walla Walla,Truck,0,0,0,13821,13821,0
12/31/2020,Walla Walla,Truck,0,0,0,13872,13872,0
12/31/2020,Walla Walla,Passenger,98,67,165,36140,36305,0.45
1/31/2021,Walla Walla,Passenger,103,68,171,36171,36342,0.47
1/31/2021,Walla Walla,Truck,0,0,0,13899,13899,0
2/28/2021,Walla Walla,Truck,0,0,0,13909,13909,0
2/28/2021,Walla Walla,Passenger,105,69,174,36142,36316,0.48
3/31/2021,Walla Walla,Truck,0,0,0,13968,13968,0
3/31/2021,Walla Walla,Passenger,107,72,179,36295,36474,0.49
4/30/2021,Walla Walla,Passenger,108,71,179,36535,36714,0.49
4/30/2021,Walla Walla,Truck,0,0,0,14050,14050,0
5/31/2021,Walla Walla,Passenger,110,72,182,36564,36746,0.5
5/31/2021,Walla Walla,Truck,0,0,0,14045,14045,0
6/30/2021,Walla Walla,Passenger,113,74,187,36623,36810,0.51
6/30/2021,Walla Walla,Truck,0,0,0,14080,14080,0
7/31/2021,Walla Walla,Passenger,115,76,191,36577,36768,0.52
7/31/2021,Walla Walla,Truck,0,0,0,14059,14059,0
8/31/2021,Walla Walla,Truck,0,0,0,14082,14082,0
8/31/2021,Walla Walla,Passenger,121,82,203,36488,36691,0.55
9/30/2021,Walla Walla,Truck,0,0,0,14077,14077,0
9/30/2021,Walla Walla,Passenger,128,82,210,36447,36657,0.57
10/31/2021,Walla Walla,Passenger,132,82,214,36369,36583,0.58
10/31/2021,Walla Walla,Truck,0,0,0,14051,14051,0
11/30/2021,Walla Walla,Passenger,137,85,222,36402,36624,0.61
11/30/2021,Walla Walla,Truck,0,0,0,14079,14079,0
12/31/2021,Walla Walla,Passenger,143,87,230,36386,36616,0.63
12/31/2021,Walla Walla,Truck,0,0,0,14091,14091,0
1/31/2022,Walla Walla,Passenger,146,89,235,36297,36532,0.64
1/31/2022,Walla Walla,Truck,0,0,0,14105,14105,0
2/28/2022,Walla Walla,Truck,0,0,0,14073,14073,0
2/28/2022,Walla Walla,Passenger,152,91,243,36239,36482,0.67
3/31/2022,Walla Walla,Passenger,157,91,248,36124,36372,0.68
3/31/2022,Walla Walla,Truck,0,0,0,14031,14031,0
4/30/2022,Walla Walla,Passenger,163,92,255,36047,36302,0.7
4/30/2022,Walla Walla,Truck,0,0,0,14018,14018,0
5/31/2022,Walla Walla,Truck,0,0,0,13969,13969,0
5/31/2022,Walla Walla,Passenger,171,97,268,35982,36250,0.74
6/30/2022,Walla Walla,Passenger,172,101,273,35920,36193,0.75
6/30/2022,Walla Walla,Truck,0,0,0,13935,13935,0
7/31/2022,Walla Walla,Truck,1,0,1,13921,13922,0.01
7/31/2022,Walla Walla,Passenger,175,99,274,35838,36112,0.76
8/31/2022,Walla Walla,Passenger,179,104,283,35830,36113,0.78
8/31/2022,Walla Walla,Truck,2,0,2,13919,13921,0.01
9/30/2022,Walla Walla,Passenger,187,105,292,35836,36128,0.81
9/30/2022,Walla Walla,Truck,2,0,2,13945,13947,0.01
10/31/2022,Walla Walla,Truck,3,0,3,13941,13944,0.02
10/31/2022,Walla Walla,Passenger,190,107,297,35709,36006,0.82
11/30/2022,Walla Walla,Passenger,202,108,310,35683,35993,0.86
11/30/2022,Walla Walla,Truck,3,0,3,13897,13900,0.02
