FIPS Code,State,do_not_use,County,RUCA code,Tract Pop,Area sq mi,Pop Density
53061,WA,Snohomish,Snohomish,1,4382,1.291468146,3393.037617
53061,WA,Snohomish,Snohomish,1,3748,0.794090166,4719.86704
53061,WA,Snohomish,Snohomish,1,4208,0.81088561,5189.387932
53061,WA,Snohomish,Snohomish,1,7157,1.134282089,6309.717898
53061,WA,Snohomish,Snohomish,1,7491,1.543691322,4852.654085
53061,WA,Snohomish,Snohomish,1,5601,1.268359545,4415.940278
53061,WA,Snohomish,Snohomish,1,4767,0.945927549,5039.498011
53061,WA,Snohomish,Snohomish,1,4129,0.792063515,5212.965779
53061,WA,Snohomish,Snohomish,1,5597,0.961968936,5818.275198
53061,WA,Snohomish,Snohomish,1,4707,0.836717004,5625.557957
53061,WA,Snohomish,Snohomish,1,5176,1.931906248,2679.219038
53061,WA,Snohomish,Snohomish,1,5636,0.616976218,9134.873985
53061,WA,Snohomish,Snohomish,1,3748,0.909431241,4121.257147
53061,WA,Snohomish,Snohomish,1,8009,2.040133777,3925.722956
53061,WA,Snohomish,Snohomish,1,2286,5.194695883,440.0642601
53061,WA,Snohomish,Snohomish,1,4202,1.52935419,2747.56497
53061,WA,Snohomish,Snohomish,1,4052,1.33636874,3032.097264
53061,WA,Snohomish,Snohomish,1,6863,1.600023243,4289.312689
53061,WA,Snohomish,Snohomish,1,3677,1.07648298,3415.75303
53061,WA,Snohomish,Snohomish,1,4045,1.140949302,3545.293375
53061,WA,Snohomish,Snohomish,1,4973,1.737322335,2862.450968
53061,WA,Snohomish,Snohomish,1,3882,0.947181609,4098.474849
53061,WA,Snohomish,Snohomish,1,4687,1.471082878,3186.088338
53061,WA,Snohomish,Snohomish,1,4745,1.435913603,3304.516366
53061,WA,Snohomish,Snohomish,1,5974,1.025502821,5825.434975
53061,WA,Snohomish,Snohomish,1,6295,3.103720944,2028.210691
53061,WA,Snohomish,Snohomish,1,4611,3.276366531,1407.351698
53061,WA,Snohomish,Snohomish,1,4714,1.779901683,2648.460893
53061,WA,Snohomish,Snohomish,1,4783,0.88881879,5381.299377
53061,WA,Snohomish,Snohomish,1,7273,2.260549856,3217.358813
53061,WA,Snohomish,Snohomish,1,5746,1.278706697,4493.602806
53061,WA,Snohomish,Snohomish,1,5491,1.385442326,3963.355165
53061,WA,Snohomish,Snohomish,1,4248,0.746404617,5691.283127
53061,WA,Snohomish,Snohomish,1,4663,0.847281532,5503.483582
53061,WA,Snohomish,Snohomish,2,3359,16.7858438,200.1090944
53061,WA,Snohomish,Snohomish,2,1895,19.92163593,95.12271013
53061,WA,Snohomish,Snohomish,1,3975,4.81269836,825.9399827
53061,WA,Snohomish,Snohomish,1,5814,9.034697072,643.5190858
53061,WA,Snohomish,Snohomish,1,2607,5.700608265,457.319619
53061,WA,Snohomish,Snohomish,1,3006,8.572863272,350.6413091
53061,WA,Snohomish,Snohomish,1,4988,2.51408771,1984.019881
53061,WA,Snohomish,Snohomish,1,6726,1.180069946,5699.662144
53061,WA,Snohomish,Snohomish,1,6843,4.338203884,1577.380912
53061,WA,Snohomish,Snohomish,1,5213,6.267876917,831.7010798
53061,WA,Snohomish,Snohomish,1,5345,3.781882001,1413.317496
53061,WA,Snohomish,Snohomish,2,4250,19.90165707,213.5500569
53061,WA,Snohomish,Snohomish,1,5469,25.85155221,211.554028
53061,WA,Snohomish,Snohomish,1,4096,0.802501788,5104.038475
53061,WA,Snohomish,Snohomish,1,5029,3.277321362,1534.484857
53061,WA,Snohomish,Snohomish,2,4682,15.16192121,308.7999162
53061,WA,Snohomish,Snohomish,2,3677,13.20891911,278.3725124
53061,WA,Snohomish,Snohomish,2,4066,1.494015802,2721.524092
53061,WA,Snohomish,Snohomish,2,3939,0.937154535,4203.148843
53061,WA,Snohomish,Snohomish,2,4334,5.446081217,795.8015731
53061,WA,Snohomish,Snohomish,2,6788,1.928836736,3519.219576
53061,WA,Snohomish,Snohomish,2,2503,3.043887848,822.3036212
53061,WA,Snohomish,Snohomish,2,2434,2.912818901,835.6166596
53061,WA,Snohomish,Snohomish,2,4240,1.407593008,3012.234343
53061,WA,Snohomish,Snohomish,2,5842,1.824994942,3201.104762
53061,WA,Snohomish,Snohomish,2,5125,5.042263516,1016.4086
53061,WA,Snohomish,Snohomish,2,5851,3.921328593,1492.096329
53061,WA,Snohomish,Snohomish,2,1518,7.896267859,192.2427186
53061,WA,Snohomish,Snohomish,2,7206,5.999590732,1201.081928
53061,WA,Snohomish,Snohomish,2,5311,1.924567604,2759.580899
53061,WA,Snohomish,Snohomish,2,3554,2.041241504,1741.097265
53061,WA,Snohomish,Snohomish,2,5344,1.220612219,4378.13084
53061,WA,Snohomish,Snohomish,2,3337,7.776680432,429.1033982
53061,WA,Snohomish,Snohomish,2,5103,5.466825329,933.4485177
53061,WA,Snohomish,Snohomish,2,6971,2.698793199,2583.006361
53061,WA,Snohomish,Snohomish,2,4332,1.732903396,2499.850835
53061,WA,Snohomish,Snohomish,2,7049,1.223111072,5763.172421
53061,WA,Snohomish,Snohomish,2,4079,1.152740862,3538.522954
53061,WA,Snohomish,Snohomish,2,5442,1.354938324,4016.418979
53061,WA,Snohomish,Snohomish,2,4239,0.802178234,5284.361779
53061,WA,Snohomish,Snohomish,2,4445,0.933969192,4759.257626
53061,WA,Snohomish,Snohomish,2,3715,10.58240849,351.0542996
53061,WA,Snohomish,Snohomish,2,4634,9.453580094,490.1846659
53061,WA,Snohomish,Snohomish,2,3918,18.0262534,217.3496573
53061,WA,Snohomish,Snohomish,2,4167,8.568205721,486.3328608
53061,WA,Snohomish,Snohomish,2,6273,9.521339095,658.8358988
53061,WA,Snohomish,Snohomish,2,5555,34.37729827,161.5891963
53061,WA,Snohomish,Snohomish,2,5528,50.11187117,110.3131827
53061,WA,Snohomish,Snohomish,2,6383,4.618108655,1382.167566
53061,WA,Snohomish,Snohomish,2,4988,19.30475199,258.3819778
53061,WA,Snohomish,Snohomish,2,5320,99.60225337,53.41244621
53061,WA,Snohomish,Snohomish,2,4726,1.841773784,2566.004599
53061,WA,Snohomish,Snohomish,2,3409,5.788618712,588.9142419
53061,WA,Snohomish,Snohomish,2,3909,3.256167982,1200.49089
53061,WA,Snohomish,Snohomish,2,5640,206.0208916,27.37586444
53061,WA,Snohomish,Snohomish,2,3848,15.8462213,242.8339178
53061,WA,Snohomish,Snohomish,2,4120,6.183400464,666.3000438
53061,WA,Snohomish,Snohomish,2,3065,651.2855318,4.706077212
53061,WA,Snohomish,Snohomish,2,3639,439.1295643,8.28684811
53061,WA,Snohomish,Snohomish,2,5394,8.690080417,620.7077197
53061,WA,Snohomish,Snohomish,2,5253,104.7579047,50.14418737
53061,WA,Snohomish,Snohomish,2,6462,19.47899566,331.7419499
53061,WA,Snohomish,Snohomish,2,4169,15.06036013,276.8194097
53061,WA,Snohomish,Snohomish,10,0,0,
53061,WA,Snohomish,Snohomish,10,0,0,
53063,WA,Spokane,Spokane,1,4654,0.726372864,6407.177682
53063,WA,Spokane,Spokane,1,5408,0.760906228,7107.314673
53063,WA,Spokane,Spokane,1,4110,0.741811931,5540.487861
53063,WA,Spokane,Spokane,1,3403,0.673818952,5050.318026
53063,WA,Spokane,Spokane,1,3014,0.501907345,6005.092437
53063,WA,Spokane,Spokane,1,4978,0.832008874,5983.109261
53063,WA,Spokane,Spokane,1,4776,1.378829941,3463.80642
53063,WA,Spokane,Spokane,1,6066,1.657031616,3660.762983
53063,WA,Spokane,Spokane,1,5522,1.475234634,3743.133378
53063,WA,Spokane,Spokane,1,3278,0.888269366,3690.322017
53063,WA,Spokane,Spokane,1,2216,0.38628789,5736.654077
53063,WA,Spokane,Spokane,1,3443,0.60905842,5652.988096
53063,WA,Spokane,Spokane,1,6244,1.01060198,6178.495714
53063,WA,Spokane,Spokane,1,5587,0.88421568,6318.594126
53063,WA,Spokane,Spokane,1,3738,0.812455116,4600.869547
53063,WA,Spokane,Spokane,1,2762,0.618220625,4467.660716
53063,WA,Spokane,Spokane,1,3527,0.650288341,5423.747862
53063,WA,Spokane,Spokane,1,4205,0.688125968,6110.799759
53063,WA,Spokane,Spokane,1,2474,0.472267825,5238.552931
53063,WA,Spokane,Spokane,1,5073,0.972709526,5215.328795
53063,WA,Spokane,Spokane,1,2484,0.808072856,3073.98025
53063,WA,Spokane,Spokane,1,8679,1.214666246,7145.17262
53063,WA,Spokane,Spokane,1,5236,0.770883108,6792.210055
53063,WA,Spokane,Spokane,1,3387,0.619958857,5463.265767
53063,WA,Spokane,Spokane,1,2759,0.551119542,5006.173417
53063,WA,Spokane,Spokane,1,4954,0.874542276,5664.677554
53063,WA,Spokane,Spokane,1,2566,0.479469789,5351.744904
53063,WA,Spokane,Spokane,1,2604,0.62878438,4141.324246
53063,WA,Spokane,Spokane,1,3906,1.700720621,2296.673511
53063,WA,Spokane,Spokane,1,1746,1.280237592,1363.809352
53063,WA,Spokane,Spokane,1,2043,3.476999507,587.5755794
53063,WA,Spokane,Spokane,1,4953,0.599207023,8265.924475
53063,WA,Spokane,Spokane,1,2098,0.429825544,4881.050071
53063,WA,Spokane,Spokane,1,4739,1.023701654,4629.278443
53063,WA,Spokane,Spokane,1,3328,0.890101807,3738.898149
53063,WA,Spokane,Spokane,1,4318,0.786965808,5486.896577
53063,WA,Spokane,Spokane,1,3564,1.002052905,3556.698435
53063,WA,Spokane,Spokane,1,3471,0.953436464,3640.515264
53063,WA,Spokane,Spokane,1,3132,0.63453267,4935.916068
53063,WA,Spokane,Spokane,1,6572,1.246314269,5273.148327
53063,WA,Spokane,Spokane,1,3326,1.038981262,3201.21269
53063,WA,Spokane,Spokane,1,5550,1.534353827,3617.157856
53063,WA,Spokane,Spokane,1,3534,4.117166566,858.3573055
53063,WA,Spokane,Spokane,2,6128,152.4405418,40.19927985
53063,WA,Spokane,Spokane,2,4046,80.47199678,50.2783597
53063,WA,Spokane,Spokane,1,6983,71.070076,98.25513624
53063,WA,Spokane,Spokane,2,4266,8.365838761,509.9309372
53063,WA,Spokane,Spokane,2,3022,41.32582545,73.12618604
53063,WA,Spokane,Spokane,2,5805,71.79382993,80.85653051
53063,WA,Spokane,Spokane,1,5979,24.70678165,241.9983341
53063,WA,Spokane,Spokane,1,6246,10.88067088,574.0454859
53063,WA,Spokane,Spokane,2,6937,171.8127752,40.37534457
53063,WA,Spokane,Spokane,1,7905,3.591893862,2200.788861
53063,WA,Spokane,Spokane,1,6701,28.64518755,233.9310919
53063,WA,Spokane,Spokane,1,3546,3.618239544,980.0346154
53063,WA,Spokane,Spokane,1,3490,2.890724976,1207.309595
53063,WA,Spokane,Spokane,1,7418,3.175192704,2336.236157
53063,WA,Spokane,Spokane,1,5923,4.696354964,1261.190869
53063,WA,Spokane,Spokane,1,2207,0.478597584,4611.389762
53063,WA,Spokane,Spokane,1,4939,1.89484932,2606.539712
53063,WA,Spokane,Spokane,1,3583,0.758809693,4721.869042
53063,WA,Spokane,Spokane,1,5744,0.73732581,7790.314569
53063,WA,Spokane,Spokane,1,3768,0.921571065,4088.670036
53063,WA,Spokane,Spokane,1,7211,5.778345691,1247.935029
53063,WA,Spokane,Spokane,1,4030,12.81791074,314.4038121
53063,WA,Spokane,Spokane,1,7115,7.18872906,989.7437977
53063,WA,Spokane,Spokane,1,5473,9.113842999,600.5150627
53063,WA,Spokane,Spokane,1,1456,0.415281075,3506.059122
53063,WA,Spokane,Spokane,1,1786,0.701354215,2546.502127
53063,WA,Spokane,Spokane,1,2316,1.026514795,2256.177906
53063,WA,Spokane,Spokane,1,5690,2.779436816,2047.177316
53063,WA,Spokane,Spokane,1,5018,1.100591586,4559.366131
53063,WA,Spokane,Spokane,1,4352,1.189468059,3658.778364
53063,WA,Spokane,Spokane,1,3973,1.224503743,3244.579711
53063,WA,Spokane,Spokane,1,2610,0.979335812,2665.07154
53063,WA,Spokane,Spokane,1,2369,3.966539227,597.2460788
53063,WA,Spokane,Spokane,1,5562,2.364231803,2352.561196
53063,WA,Spokane,Spokane,1,4129,5.928258355,696.4946115
53063,WA,Spokane,Spokane,1,6028,12.16736873,495.423467
53063,WA,Spokane,Spokane,1,3373,0.784219464,4301.091922
53063,WA,Spokane,Spokane,1,3608,1.01368655,3559.285659
53063,WA,Spokane,Spokane,1,3582,1.025224441,3493.869104
53063,WA,Spokane,Spokane,1,2139,0.554963189,3854.309695
53063,WA,Spokane,Spokane,1,4110,0.967857766,4246.49173
53063,WA,Spokane,Spokane,1,3293,0.862430251,3818.279794
53063,WA,Spokane,Spokane,1,2994,1.067329656,2805.131465
53063,WA,Spokane,Spokane,1,6891,2.031658834,3391.809631
53063,WA,Spokane,Spokane,1,7487,4.171485351,1794.804337
53063,WA,Spokane,Spokane,1,9678,9.285440319,1042.276905
53063,WA,Spokane,Spokane,1,7403,10.54005501,702.3682506
53063,WA,Spokane,Spokane,1,9217,22.14581187,416.196076
53063,WA,Spokane,Spokane,2,2913,78.73254509,36.99867693
53063,WA,Spokane,Spokane,1,4656,7.756117403,600.3003511
53063,WA,Spokane,Spokane,1,7653,58.07046905,131.7881554
53063,WA,Spokane,Spokane,1,4101,12.31648679,332.9683268
53063,WA,Spokane,Spokane,1,3076,27.39357209,112.2891162
53063,WA,Spokane,Spokane,1,2776,6.530485856,425.0832268
53063,WA,Spokane,Spokane,2,5752,15.23467754,377.5596816
53063,WA,Spokane,Spokane,2,5433,1.081722772,5022.543796
53063,WA,Spokane,Spokane,2,4805,10.106531,475.4351421
53063,WA,Spokane,Spokane,1,5507,108.47843,50.76585271
53063,WA,Spokane,Spokane,2,3327,249.1399508,13.35394018
53063,WA,Spokane,Spokane,2,3195,332.5967333,9.606227844
53063,WA,Spokane,Spokane,1,4967,2.441131001,2034.712597
53063,WA,Spokane,Spokane,1,2104,3.041104824,691.8538235
53065,WA,Stevens,Stevens,10,2094,237.5824471,8.813782439
53065,WA,Stevens,Stevens,8,7292,672.421756,10.8443844
53065,WA,Stevens,Stevens,8,3923,205.8441078,19.05811171
53065,WA,Stevens,Stevens,7,2573,1.851725568,1389.514756
53065,WA,Stevens,Stevens,7,2352,2.698132192,871.7141461
53065,WA,Stevens,Stevens,8,2265,285.1137928,7.944196518
53065,WA,Stevens,Stevens,10,2543,5.947102072,427.6032208
53065,WA,Stevens,Stevens,10,3277,288.6203233,11.3540168
53065,WA,Stevens,Stevens,10,1548,261.997193,5.908460247
53065,WA,Stevens,Stevens,2,3596,236.0132418,15.23643323
53065,WA,Stevens,Stevens,2,4287,183.3521854,23.38123208
53065,WA,Stevens,Stevens,2,7781,96.32264976,80.78058504
53067,WA,Thurston,Thurston,1,3100,1.230695277,2518.901354
53067,WA,Thurston,Thurston,1,5141,2.237950909,2297.190693
53067,WA,Thurston,Thurston,1,5064,1.532772353,3303.81742
53067,WA,Thurston,Thurston,1,3513,1.580832807,2222.246391
53067,WA,Thurston,Thurston,1,1703,1.037292065,1641.774827
53067,WA,Thurston,Thurston,1,6035,1.43442904,4207.2489
53067,WA,Thurston,Thurston,1,5960,1.600240619,3724.439893
53067,WA,Thurston,Thurston,1,5422,2.032205555,2668.037191
53067,WA,Thurston,Thurston,1,6309,6.397073268,986.2322558
53067,WA,Thurston,Thurston,1,6567,2.426908156,2705.912041
53067,WA,Thurston,Thurston,1,4122,3.530826784,1167.431951
53067,WA,Thurston,Thurston,1,4879,10.789372,452.2042619
53067,WA,Thurston,Thurston,1,3568,2.596161835,1374.336511
53067,WA,Thurston,Thurston,1,4960,2.615936444,1896.07053
53067,WA,Thurston,Thurston,1,4336,1.282585479,3380.671363
53067,WA,Thurston,Thurston,1,5159,1.022402806,5045.956415
53067,WA,Thurston,Thurston,1,6707,2.174562971,3084.297898
53067,WA,Thurston,Thurston,1,5759,1.720196001,3347.87431
53067,WA,Thurston,Thurston,1,7501,3.089178405,2428.153708
53067,WA,Thurston,Thurston,1,6863,1.747214273,3927.966997
53067,WA,Thurston,Thurston,1,4414,0.833729732,5294.281627
53067,WA,Thurston,Thurston,1,5581,1.170418936,4768.37808
53067,WA,Thurston,Thurston,1,3708,3.950052278,938.7217532
53067,WA,Thurston,Thurston,1,7502,3.495539362,2146.163789
53067,WA,Thurston,Thurston,1,4540,7.765165707,584.6623461
53067,WA,Thurston,Thurston,2,3521,73.04474847,48.20332842
53067,WA,Thurston,Thurston,1,4224,12.96402879,325.8246389
53067,WA,Thurston,Thurston,1,4127,13.88833423,297.155867
53067,WA,Thurston,Thurston,2,6767,52.4375472,129.0487515
53067,WA,Thurston,Thurston,1,7158,9.102884647,786.3441401
53067,WA,Thurston,Thurston,1,4175,11.23921771,371.4671348
53067,WA,Thurston,Thurston,1,2563,7.172003114,357.3618081
53067,WA,Thurston,Thurston,1,7005,3.876151936,1807.204701
53067,WA,Thurston,Thurston,1,5219,13.44042019,388.3063124
53067,WA,Thurston,Thurston,1,7128,10.32925172,690.0790294
53067,WA,Thurston,Thurston,1,9225,5.11186075,1804.626623
53067,WA,Thurston,Thurston,1,2839,11.52399509,246.3555371
53067,WA,Thurston,Thurston,1,4246,1.224013007,3468.917385
53067,WA,Thurston,Thurston,2,7354,9.556393311,769.5371842
53067,WA,Thurston,Thurston,2,4794,8.469383256,566.0388549
53067,WA,Thurston,Thurston,1,4021,33.71342647,119.2699889
53067,WA,Thurston,Thurston,2,3233,54.25905873,59.58452055
53067,WA,Thurston,Thurston,2,7154,97.74228336,73.19247877
53067,WA,Thurston,Thurston,2,3909,26.2170844,149.1012479
53067,WA,Thurston,Thurston,2,5682,49.59651705,114.5644964
53067,WA,Thurston,Thurston,2,4519,59.43630704,76.0309687
53067,WA,Thurston,Thurston,4,2246,16.03494418,140.0690876
53067,WA,Thurston,Thurston,4,6400,29.95406929,213.6604526
53067,WA,Thurston,Thurston,4,6342,42.33379576,149.8093872
53067,WA,Thurston,Thurston,99,0,0,
53069,WA,Wahkiakum,Wahkiakum,10,3978,263.3752902,15.10392261
53071,WA,Walla,Walla Walla,1,5224,631.7951832,8.268502418
53071,WA,Walla,Walla Walla,2,4880,568.2727808,8.587425203
53071,WA,Walla,Walla Walla,1,3861,27.24014127,141.739353
53071,WA,Walla,Walla Walla,1,8585,2.135844259,4019.487828
53071,WA,Walla,Walla Walla,1,2317,0.894401441,2590.559332
53071,WA,Walla,Walla Walla,1,2839,1.457977411,1947.218097
53071,WA,Walla,Walla Walla,1,5874,2.590093082,2267.872163
53071,WA,Walla,Walla Walla,1,3735,0.715652351,5219.014508
53071,WA,Walla,Walla Walla,1,4649,1.370934923,3391.116472
53071,WA,Walla,Walla Walla,1,4915,1.422396552,3455.435824
53071,WA,Walla,Walla Walla,1,3394,0.503677237,6738.4423
53071,WA,Walla,Walla Walla,1,8508,31.72993543,268.1379551
53073,WA,Whatcom,Whatcom,1,8998,33.50575678,268.550866
53073,WA,Whatcom,Whatcom,1,9737,16.49215981,590.4017492
53073,WA,Whatcom,Whatcom,1,7430,2.483052045,2992.285246
53073,WA,Whatcom,Whatcom,1,6349,1.772266512,3582.418308
53073,WA,Whatcom,Whatcom,1,5189,0.981412269,5287.27851
53073,WA,Whatcom,Whatcom,1,2668,0.481548177,5540.463296
53073,WA,Whatcom,Whatcom,1,1638,0.410433948,3990.897946
53073,WA,Whatcom,Whatcom,1,6489,1.219577465,5320.695229
53073,WA,Whatcom,Whatcom,1,6275,1.77764453,3529.952077
53073,WA,Whatcom,Whatcom,1,6642,4.279710176,1551.974252
53073,WA,Whatcom,Whatcom,1,4966,10.30714042,481.8019158
53073,WA,Whatcom,Whatcom,1,7983,36.66169612,217.7476998
53073,WA,Whatcom,Whatcom,1,6638,2.040285129,3253.466835
53073,WA,Whatcom,Whatcom,1,5833,6.359214406,917.2516647
53073,WA,Whatcom,Whatcom,1,7138,0.958144208,7449.818037
53073,WA,Whatcom,Whatcom,1,6637,2.198497831,3018.879485
53073,WA,Whatcom,Whatcom,1,6489,0.953251135,6807.230292
53073,WA,Whatcom,Whatcom,1,3515,22.25463438,157.9446303
53073,WA,Whatcom,Whatcom,2,7895,1634.304512,4.83080108
53073,WA,Whatcom,Whatcom,2,8079,69.98345977,115.4415633
53073,WA,Whatcom,Whatcom,4,6792,35.98582619,188.7409772
53073,WA,Whatcom,Whatcom,4,4483,1.643610704,2727.531519
53073,WA,Whatcom,Whatcom,4,5103,8.824308066,578.2889674
53073,WA,Whatcom,Whatcom,4,8049,30.7725086,261.5646357
53073,WA,Whatcom,Whatcom,4,5130,8.217260466,624.2956544
53073,WA,Whatcom,Whatcom,4,6252,23.02361169,271.5473178
53073,WA,Whatcom,Whatcom,1,7274,31.82665943,228.5505338
53073,WA,Whatcom,Whatcom,1,7426,7.546321836,984.0555652
53073,WA,Whatcom,Whatcom,1,6480,19.17624638,337.9180614
53073,WA,Whatcom,Whatcom,2,6197,33.01902557,187.6796754
53073,WA,Whatcom,Whatcom,2,4382,22.59256298,193.9576313
53073,WA,Whatcom,Whatcom,2,964,9.255003498,104.1598742
53073,WA,Whatcom,Whatcom,10,1314,4.885053908,268.9837256
53073,WA,Whatcom,Whatcom,2,4706,20.66432277,227.7355059
53075,WA,Whitman,Whitman,4,6520,0.565762467,11524.27102
53075,WA,Whitman,Whitman,4,6543,42.1187631,155.3464423
53075,WA,Whitman,Whitman,4,4504,62.52861172,72.0310251
53075,WA,Whitman,Whitman,4,3738,52.90293662,70.65770332
53075,WA,Whitman,Whitman,4,3212,0.568440858,5650.543864
53075,WA,Whitman,Whitman,4,7383,32.4852868,227.27212
53075,WA,Whitman,Whitman,10,3507,348.7494336,10.05593031
53075,WA,Whitman,Whitman,7,3521,136.9963174,25.7014208
53075,WA,Whitman,Whitman,10,3733,792.6669537,4.709417975
53075,WA,Whitman,Whitman,10,2115,689.5070066,3.067409004
53077,WA,Yakima,Yakima,1,3095,1.136202175,2723.987039
53077,WA,Yakima,Yakima,1,5553,1.374926834,4038.760365
53077,WA,Yakima,Yakima,1,4521,1.883517607,2400.296118
53077,WA,Yakima,Yakima,1,7423,4.100109344,1810.439522
53077,WA,Yakima,Yakima,1,5202,0.960526072,5415.782197
53077,WA,Yakima,Yakima,1,6953,0.590908915,11766.61888
53077,WA,Yakima,Yakima,1,7072,1.131283234,6251.308062
53077,WA,Yakima,Yakima,1,4495,0.99694516,4508.773584
53077,WA,Yakima,Yakima,1,7411,2.268171513,3267.389595
53077,WA,Yakima,Yakima,1,3805,1.90428836,1998.121755
53077,WA,Yakima,Yakima,1,5885,1.004220869,5860.264591
53077,WA,Yakima,Yakima,1,6931,4.918637847,1409.12997
53077,WA,Yakima,Yakima,1,3928,0.491222353,7996.378778
53077,WA,Yakima,Yakima,1,6318,1.076379504,5869.676981
53077,WA,Yakima,Yakima,1,2731,3.126562749,873.4831889
53077,WA,Yakima,Yakima,1,3444,2.138908752,1610.166865
53077,WA,Yakima,Yakima,1,6991,1.157978724,6037.243909
53077,WA,Yakima,Yakima,1,2804,0.65081344,4308.454355
53077,WA,Yakima,Yakima,2,2413,29.71882495,81.1943273
53077,WA,Yakima,Yakima,1,6854,7.923852543,864.9832847
53077,WA,Yakima,Yakima,2,3083,395.8472974,7.788356825
53077,WA,Yakima,Yakima,1,6023,31.91390423,188.7265173
53077,WA,Yakima,Yakima,10,7140,94.7670495,75.34264323
53077,WA,Yakima,Yakima,4,3834,2.038788211,1880.528826
53077,WA,Yakima,Yakima,4,6417,1.863758056,3443.043468
53077,WA,Yakima,Yakima,4,8401,3.34198614,2513.774638
53077,WA,Yakima,Yakima,4,8600,3.613654967,2379.861962
53077,WA,Yakima,Yakima,5,1950,74.45889016,26.18894797
53077,WA,Yakima,Yakima,6,7578,42.03451522,180.2804186
53077,WA,Yakima,Yakima,4,7745,80.13091914,96.65432624
53077,WA,Yakima,Yakima,7,3440,150.4699956,22.86170067
53077,WA,Yakima,Yakima,2,5359,35.48990073,151.0007042
53077,WA,Yakima,Yakima,1,7882,11.61690711,678.4938477
53077,WA,Yakima,Yakima,2,6570,82.02291903,80.09956337
53077,WA,Yakima,Yakima,2,4584,1165.540423,3.932939526
53077,WA,Yakima,Yakima,1,3668,11.19579357,327.6230467
53077,WA,Yakima,Yakima,1,5232,25.49495944,205.2170357
53077,WA,Yakima,Yakima,1,6682,4.195507083,1592.656112
53077,WA,Yakima,Yakima,1,4382,10.4697126,418.5406197
53077,WA,Yakima,Yakima,2,6409,117.7894299,54.41065472
53077,WA,Yakima,Yakima,10,4430,89.83659886,49.31175107
53077,WA,Yakima,Yakima,10,3682,1785.755773,2.061872097
53077,WA,Yakima,Yakima,2,6777,3.230965935,2097.515151
53077,WA,Yakima,Yakima,4,4695,1.982719997,2367.959171
53077,WA,Yakima,Yakima,4,4839,1.739051301,2782.551612
